Dataset,Sample index,True class,Predicted class,True class name,Predicted class name,Correct,Method,Top features,Jaccard@10,Spearman,Cosine
Fused pseudo sensitivity,49,10,10,Socks5Systemz,Socks5Systemz,True,SHAP,disk__parent_sections=0.230851; disk__parent_size=0.0962546; disk__path_len=0.0925246; disk__parent_is_i386=0.0601928; disk__size_delta=0.0518292; memory__total_processes=0.0476609; disk__parent_is_dotnet=0.0464958; memory__n_created_dll=0.0396646; memory__n_created_tmp=0.02443; memory__n_registry_hklm=0.0198863,1.0,0.9744805194805195,0.988173180966917
Fused pseudo sensitivity,49,10,10,Socks5Systemz,Socks5Systemz,True,LIME,disk__parent_sections=0.0389797; disk__parent_is_i386=0.0262725; memory__n_created_dll=0.0142211; memory__total_processes=0.0122085; disk__parent_size=0.00918721; disk__parent_is_dotnet=0.00900759; memory__n_registry_hklm=0.00876618; disk__size_delta=0.0081892; network__avg_domain_len=0.00717612; memory__n_created_tmp=0.00674754,0.5735098235098235,0.5953633336780169,0.6333760532023807
Fused pseudo sensitivity,49,10,10,Socks5Systemz,Socks5Systemz,True,SRC,network__domains_per_conn=0.099424; memory__total_processes=0.0947085; disk__size_delta=0.0809359; network__avg_domain_len=0.0646588; network__mean_domain_entropy=0.0594059; disk__path_len=0.0439707; memory__path_len=0.0253505; memory__n_created_tmp=0.0224723; network__n_unique_tlds=0.0216982; disk__parent_size=0.0188864,0.6302530802530801,0.6594805194805193,0.8680686385369929
Fused pseudo sensitivity,50,17,17,wannacry,wannacry,True,SHAP,network__avg_domain_len=0.162916; network__n_public_ips=0.141848; memory__total_processes=0.141237; network__n_unique_ips=0.138425; network__mean_domain_entropy=0.0903898; memory__n_created_dll=0.0779923; disk__parent_size=0.0455762; disk__size_delta=0.0293117; disk__parent_is_i386=0.0185059; network__domains_per_conn=0.0184169,0.8181818181818181,0.9642207792207792,0.99782287788941
Fused pseudo sensitivity,50,17,17,wannacry,wannacry,True,LIME,network__n_public_ips=0.178454; network__n_unique_ips=0.165698; memory__total_processes=0.101122; network__avg_domain_len=0.0560445; memory__n_created_dll=0.0417303; disk__parent_is_i386=0.0242683; disk__parent_is_dotnet=0.0174638; disk__parent_size=0.0162312; memory__path_len=0.0136705; memory__n_registry_hklm=0.0130209,0.6928904428904429,0.7155844155844155,0.8597158128010551
Fused pseudo sensitivity,50,17,17,wannacry,wannacry,True,SRC,disk__size_delta=0.109179; disk__parent_size=0.0618109; memory__n_created_dll=0.0289562; network__n_unique_tlds=0.0287543; disk__parent_is_i386=0.0232788; disk__parent_is_dotnet=0.0170592; memory__n_registry_hklm=0.0163692; memory__total_processes=0.0150864; network__avg_domain_len=0.00982536; memory__modules_count=0.0097083,0.5256410256410255,0.5948701298701299,0.9308198496602991
Fused pseudo sensitivity,53,11,11,Stealc,Stealc,True,SHAP,memory__total_processes=0.120798; disk__parent_size=0.10171; disk__parent_is_gui=0.096663; memory__n_created_tmp=0.0926276; memory__modules_count=0.0603842; disk__size_delta=0.0586641; disk__parent_is_i386=0.0570187; disk__parent_is_dotnet=0.0453886; memory__n_registry_hklm=0.0430704; memory__n_created_dll=0.0325038,0.806060606060606,0.8726623376623376,0.963903439737671
Fused pseudo sensitivity,53,11,11,Stealc,Stealc,True,LIME,memory__total_processes=0.0343557; memory__n_created_tmp=0.0264822; disk__parent_is_dotnet=0.022286; memory__n_registry_hklm=0.0192053; disk__parent_sections=0.0178844; memory__modules_count=0.0161616; network__mean_domain_entropy=0.015565; disk__parent_size=0.0144136; network__n_unique_tlds=0.0101535; network__n_public_ips=0.00958187,0.6076423576423575,0.6731168831168831,0.8264196923464336
Fused pseudo sensitivity,53,11,11,Stealc,Stealc,True,SRC,disk__size_delta=0.0287792; disk__parent_size=0.0244931; memory__n_registry_hklm=0.00198614; disk__parent_is_i386=0.00186836; memory__n_created_dll=0.00153085; disk__path_len=0.00151429; network__mean_domain_entropy=0.00143182; memory__modules_count=0.00139524; disk__parent_is_gui=0.00138528; memory__n_created_tmp=0.00131314,0.39731379731379735,0.2153246753246753,0.5861365657569698
Fused pseudo sensitivity,55,2,2,Black Suit,Black Suit,True,SHAP,disk__parent_size=0.0811034; disk__size_delta=0.0802699; disk__parent_is_dotnet=0.0689125; memory__total_processes=0.0449199; disk__path_len=0.0441402; memory__n_created_dll=0.0424128; disk__parent_is_i386=0.0354188; memory__modules_count=0.0348128; disk__parent_sections=0.0279573; memory__n_created_tmp=0.0261177,0.865151515151515,0.9143506493506492,0.9782455066490184
Fused pseudo sensitivity,55,2,2,Black Suit,Black Suit,True,LIME,disk__parent_is_dotnet=0.0300038; memory__total_processes=0.0165572; disk__parent_size=0.0164368; disk__size_delta=0.0118357; disk__parent_is_i386=0.0113079; memory__n_created_dll=0.0106796; network__n_public_ips=0.00945071; memory__n_registry_hklm=0.00940292; disk__parent_sections=0.00800766; network__n_public_service_domains=0.00731154,0.6996503496503496,0.6764935064935066,0.45561873846864465
Fused pseudo sensitivity,55,2,2,Black Suit,Black Suit,True,SRC,network__avg_domain_len=0.114076; disk__size_delta=0.0763782; network__domains_per_conn=0.0763674; memory__path_entropy=0.0633576; memory__path_len=0.039102; memory__n_registry_hklm=0.0386608; network__n_unique_tlds=0.0254365; memory__modules_count=0.0236211; memory__n_created_tmp=0.0219413; disk__path_len=0.0200129,0.5840825840825841,0.6711688311688311,0.9081394546398464
Fused pseudo sensitivity,57,12,12,a310logger,a310logger,True,SHAP,disk__parent_size=0.203062; disk__path_len=0.117774; disk__size_delta=0.112423; disk__parent_is_i386=0.0636216; memory__total_processes=0.0605349; memory__n_registry_hklm=0.0533644; disk__parent_is_dotnet=0.0435574; disk__parent_sections=0.0354605; memory__n_created_dll=0.0347408; network__domains_per_conn=0.0340433,0.8166666666666667,0.8957142857142856,0.9468629192659808
Fused pseudo sensitivity,57,12,12,a310logger,a310logger,True,LIME,memory__total_processes=0.0423118; disk__path_len=0.0361408; disk__parent_size=0.0290525; disk__parent_is_i386=0.028911; memory__n_created_dll=0.0152085; disk__size_delta=0.014091; network__domains_per_conn=0.012037; network__n_public_ips=0.0119613; disk__parent_sections=0.0114281; memory__n_registry_hklm=0.00948896,0.5787545787545787,0.5210129163513187,0.5322037579935922
Fused pseudo sensitivity,57,12,12,a310logger,a310logger,True,SRC,memory__total_processes=0.319147; memory__path_entropy=0.197413; network__domains_per_conn=0.143647; network__mean_domain_entropy=0.136815; memory__path_len=0.119875; network__n_unique_tlds=0.118207; memory__n_registry_hklm=0.0875772; disk__parent_is_dotnet=0.0802363; disk__parent_sections=0.0684183; memory__modules_count=0.0635175,0.5547785547785548,0.673051948051948,0.9147188019440871
Fused pseudo sensitivity,58,4,4,Kovter,Kovter,True,SHAP,disk__size_delta=0.198442; disk__parent_size=0.155931; memory__total_processes=0.104933; disk__parent_is_i386=0.0750396; network__n_public_ips=0.0462966; network__n_unique_ips=0.0458343; disk__parent_sections=0.045441; disk__parent_is_dotnet=0.0415982; memory__n_created_dll=0.0327376; memory__modules_count=0.0301312,0.8863636363636361,0.9629870129870131,0.9951485984738422
Fused pseudo sensitivity,58,4,4,Kovter,Kovter,True,LIME,memory__total_processes=0.053804; disk__parent_is_i386=0.0471812; disk__parent_is_dotnet=0.0272902; memory__n_created_dll=0.0266721; disk__size_delta=0.0246518; disk__parent_size=0.0214956; disk__parent_sections=0.0194103; network__mean_domain_entropy=0.0186395; network__avg_domain_len=0.0136355; memory__n_registry_hklm=0.0122416,0.7156177156177156,0.6811688311688312,0.5716387850854444
Fused pseudo sensitivity,58,4,4,Kovter,Kovter,True,SRC,memory__n_registry_hklm=0.175816; disk__path_len=0.145602; network__mean_domain_entropy=0.117866; disk__parent_sections=0.111645; network__avg_domain_len=0.0786531; disk__parent_is_i386=0.07226; disk__size_delta=0.0582566; memory__path_len=0.057124; memory__path_entropy=0.0542931; disk__parent_is_dotnet=0.0529537,0.4639194139194139,0.5114285714285715,0.8471790444590145
Fused pseudo sensitivity,62,15,15,lumma,lumma,True,SHAP,disk__size_delta=0.211579; memory__total_processes=0.193846; disk__parent_size=0.172789; memory__n_created_dll=0.120629; disk__parent_sections=0.0839392; disk__path_len=0.0508434; disk__parent_is_i386=0.0232116; disk__parent_is_dotnet=0.0185097; network__n_public_ips=0.0099389; network__domains_per_conn=0.00954442,0.7296037296037297,0.9494155844155845,0.9991207641590416
Fused pseudo sensitivity,62,15,15,lumma,lumma,True,LIME,memory__total_processes=0.0756595; disk__size_delta=0.0711713; disk__parent_size=0.0707625; memory__n_created_dll=0.027603; disk__parent_sections=0.025537; disk__parent_is_dotnet=0.0201654; network__n_public_ips=0.0147048; memory__modules_count=0.0120686; network__n_public_service_domains=0.0109334; disk__path_len=0.0096594,0.5796703296703296,0.5946753246753247,0.5820268830314956
Fused pseudo sensitivity,62,15,15,lumma,lumma,True,SRC,disk__size_delta=0.187949; memory__modules_count=0.113783; network__avg_domain_len=0.111731; network__mean_domain_entropy=0.0736685; network__n_unique_tlds=0.0729658; disk__path_len=0.0715462; disk__parent_size=0.0643574; memory__path_entropy=0.0609903; network__domains_per_conn=0.0293752; disk__parent_sections=0.0287213,0.6897269397269398,0.6773376623376623,0.8810332224881803
Fused pseudo sensitivity,64,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.342331; network__n_unique_ips=0.104315; network__n_public_ips=0.0991949; memory__total_processes=0.0733431; disk__size_delta=0.0660026; disk__parent_is_dotnet=0.0593393; network__avg_domain_len=0.0283471; disk__parent_sections=0.0264213; network__mean_domain_entropy=0.0201089; memory__n_created_dll=0.0184852,0.8893939393939394,0.9617532467532468,0.871103878670864
Fused pseudo sensitivity,64,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0400954; network__n_public_ips=0.0394464; memory__total_processes=0.0377845; network__n_unique_ips=0.0367841; disk__parent_is_dotnet=0.0182726; disk__size_delta=0.0157542; memory__n_created_dll=0.0146001; memory__path_len=0.011606; network__avg_domain_len=0.0103008; disk__parent_sections=0.00968497,0.639027639027639,0.6699999999999998,0.6907834563836104
Fused pseudo sensitivity,64,7,7,Phorpiex,Phorpiex,True,SRC,disk__size_delta=0.0411272; network__n_unique_tlds=0.0375777; network__n_public_ips=0.0255536; network__n_unique_ips=0.0255514; disk__parent_size=0.0198963; network__avg_domain_len=0.0173775; disk__parent_is_dotnet=0.0173254; network__domains_per_conn=0.0170603; memory__n_registry_hklm=0.0147832; network__n_public_service_domains=0.00947045,0.47408424908424907,0.37987012987012986,0.7600282181320235
Fused pseudo sensitivity,65,4,4,Kovter,Kovter,True,SHAP,disk__parent_is_i386=0.0674388; memory__total_processes=0.0567363; disk__parent_size=0.0501557; disk__size_delta=0.0395001; disk__parent_is_dotnet=0.0372367; disk__parent_sections=0.0273465; memory__n_created_dll=0.02254; memory__path_entropy=0.0196449; network__mean_domain_entropy=0.0176094; memory__n_registry_hklm=0.0170581,0.7735431235431236,0.9354545454545455,0.9830071170320887
Fused pseudo sensitivity,65,4,4,Kovter,Kovter,True,LIME,memory__total_processes=0.0507403; disk__parent_is_i386=0.0475178; disk__parent_is_dotnet=0.0270459; disk__size_delta=0.0223363; memory__n_created_dll=0.0219178; disk__parent_sections=0.0213887; disk__parent_size=0.0183512; memory__path_entropy=0.0114013; disk__path_len=0.0102298; memory__modules_count=0.00688549,0.6466033966033965,0.6284415584415585,0.7619571572446991
Fused pseudo sensitivity,65,4,4,Kovter,Kovter,True,SRC,network__mean_domain_entropy=0.364762; network__avg_domain_len=0.333823; network__domains_per_conn=0.198387; memory__n_registry_hklm=0.125609; disk__parent_is_i386=0.117077; disk__parent_is_dotnet=0.0857963; disk__parent_sections=0.0558168; disk__path_len=0.0553279; memory__n_created_tmp=0.0499183; network__n_public_service_domains=0.0468981,0.7666666666666667,0.8288311688311687,0.9513229400613612
Fused pseudo sensitivity,67,17,17,wannacry,wannacry,True,SHAP,network__avg_domain_len=0.215345; network__mean_domain_entropy=0.136725; memory__total_processes=0.125124; memory__n_created_dll=0.0724897; disk__parent_size=0.0650763; disk__size_delta=0.0561826; disk__parent_is_i386=0.0288094; disk__parent_sections=0.028466; memory__n_registry_hklm=0.0199507; network__n_unique_ips=0.0147939,0.8560606060606061,0.9640909090909092,0.975608288027044
Fused pseudo sensitivity,67,17,17,wannacry,wannacry,True,LIME,memory__total_processes=0.0993011; network__n_unique_ips=0.0843809; network__n_public_ips=0.0818993; network__avg_domain_len=0.0526818; disk__size_delta=0.0316988; disk__parent_size=0.0303916; memory__n_created_dll=0.0296782; disk__parent_sections=0.023957; memory__path_entropy=0.0184227; disk__parent_is_i386=0.0182632,0.517948717948718,0.502077922077922,0.6718884799614372
Fused pseudo sensitivity,67,17,17,wannacry,wannacry,True,SRC,disk__size_delta=0.0747249; network__mean_domain_entropy=0.0144802; network__domains_per_conn=0.0133923; network__avg_domain_len=0.0111504; disk__parent_is_i386=0.00952495; memory__n_registry_hklm=0.00906772; disk__parent_sections=0.00834216; disk__parent_is_dotnet=0.00698009; memory__modules_count=0.00629185; memory__total_processes=0.00617287,0.3458333333333333,0.2867532467532467,0.8282684418759688
Fused pseudo sensitivity,68,9,9,SalatStealer,SalatStealer,True,SHAP,disk__parent_size=0.0784622; memory__total_processes=0.0743906; memory__modules_count=0.0559756; disk__size_delta=0.0553713; memory__n_created_tmp=0.0407604; memory__n_registry_hklm=0.0388166; disk__parent_is_i386=0.0356158; disk__parent_sections=0.0313712; memory__path_entropy=0.0282983; memory__n_created_dll=0.0260311,1.0,0.8946103896103896,0.9915926571835924
Fused pseudo sensitivity,68,9,9,SalatStealer,SalatStealer,True,LIME,disk__parent_is_i386=0.0379955; memory__total_processes=0.0363707; memory__modules_count=0.0329588; disk__parent_size=0.022533; memory__n_created_tmp=0.0162338; disk__size_delta=0.0153035; memory__n_registry_hklm=0.0146419; network__n_public_service_domains=0.00938462; memory__path_entropy=0.00811337; disk__path_len=0.0073864,0.6777389277389276,0.7195454545454545,0.8295426378275741
Fused pseudo sensitivity,68,9,9,SalatStealer,SalatStealer,True,SRC,network__n_unique_ips=0.10023; network__n_public_ips=0.10023; disk__parent_is_gui=0.092979; disk__size_delta=0.0741589; disk__path_len=0.0719491; network__domains_per_conn=0.067742; memory__path_entropy=0.0571478; network__n_public_service_domains=0.0479304; disk__parent_size=0.0473309; memory__total_processes=0.0411581,0.5774392274392275,0.5727272727272726,0.8667545423164326
Fused pseudo sensitivity,69,8,8,QuasarRAT,QuasarRAT,True,SHAP,disk__parent_size=0.132387; memory__n_registry_hklm=0.108665; disk__size_delta=0.0922958; disk__parent_is_dotnet=0.0526973; memory__n_created_dll=0.0453597; disk__parent_is_i386=0.0430672; memory__total_processes=0.0359378; memory__path_len=0.0328118; memory__modules_count=0.0286835; disk__path_len=0.0216394,0.9454545454545453,0.9283116883116884,0.9576876657666771
Fused pseudo sensitivity,69,8,8,QuasarRAT,QuasarRAT,True,LIME,memory__total_processes=0.0341596; memory__n_registry_hklm=0.0289506; memory__n_created_dll=0.0278787; disk__parent_is_i386=0.0146703; memory__n_created_tmp=0.0107089; disk__parent_sections=0.00881676; disk__parent_is_dotnet=0.00832718; disk__parent_size=0.0073176; network__mean_domain_entropy=0.00682729; network__domains_per_conn=0.00502454,0.508058608058608,0.49499999999999994,0.5289106721261405
Fused pseudo sensitivity,69,8,8,QuasarRAT,QuasarRAT,True,SRC,memory__path_len=0.918816; memory__n_registry_hklm=0.432937; memory__n_created_dll=0.380969; memory__path_entropy=0.338555; network__avg_domain_len=0.310765; disk__parent_size=0.273293; memory__n_created_tmp=0.26364; disk__parent_is_gui=0.249144; network__mean_domain_entropy=0.215554; disk__parent_sections=0.187435,0.8889110889110888,0.9093506493506492,0.9842279125729162
Fused pseudo sensitivity,72,16,16,redline,redline,True,SHAP,memory__total_processes=0.229993; memory__n_created_dll=0.135172; disk__path_len=0.0883174; disk__parent_size=0.0681117; network__domains_per_conn=0.0611987; network__avg_domain_len=0.0482995; disk__parent_sections=0.0426578; disk__size_delta=0.0390805; network__mean_domain_entropy=0.0385839; disk__parent_is_i386=0.0286681,0.918181818181818,0.9527922077922077,0.9838942199262517
Fused pseudo sensitivity,72,16,16,redline,redline,True,LIME,memory__total_processes=0.264431; memory__n_created_dll=0.104226; network__n_unique_ips=0.0451226; network__n_public_ips=0.0348534; disk__path_len=0.0298631; network__domains_per_conn=0.0276768; disk__parent_is_i386=0.0235699; network__mean_domain_entropy=0.019158; disk__parent_size=0.013704; disk__parent_sections=0.0125296,0.5424408924408924,0.5235714285714285,0.8339766984784729
Fused pseudo sensitivity,72,16,16,redline,redline,True,SRC,memory__modules_count=0.232454; memory__n_registry_hklm=0.133762; memory__path_len=0.0956365; network__avg_domain_len=0.0940364; memory__n_created_dll=0.0815053; memory__n_created_tmp=0.0688634; disk__parent_is_dotnet=0.0535921; network__mean_domain_entropy=0.0484612; disk__parent_size=0.0427515; disk__size_delta=0.0395482,0.5594696969696968,0.49318181818181805,0.8014788008925576
Fused pseudo sensitivity,73,6,6,NanoCore,NanoCore,True,SHAP,disk__parent_sections=0.0907343; disk__parent_is_i386=0.079684; disk__parent_size=0.0744498; memory__total_processes=0.0668363; disk__size_delta=0.0520443; network__n_public_ips=0.0468455; network__n_unique_ips=0.0440367; memory__n_created_dll=0.03613; memory__n_created_tmp=0.0344036; memory__n_registry_hklm=0.0167647,0.8045454545454547,0.9387662337662336,0.9750789801605315
Fused pseudo sensitivity,73,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0598143; network__n_unique_ips=0.0384582; disk__parent_is_i386=0.0374561; memory__n_created_dll=0.0372151; disk__parent_is_dotnet=0.0292662; disk__parent_sections=0.0291025; network__n_public_ips=0.0233281; memory__n_created_tmp=0.0174126; disk__parent_size=0.0170692; disk__path_len=0.0119485,0.6967365967365967,0.6456493506493507,0.844343925156427
Fused pseudo sensitivity,73,6,6,NanoCore,NanoCore,True,SRC,disk__parent_sections=0.14132; memory__n_created_tmp=0.13673; network__avg_domain_len=0.13295; memory__path_entropy=0.120106; network__mean_domain_entropy=0.116776; disk__parent_is_i386=0.116334; disk__parent_is_dotnet=0.100349; network__n_public_service_domains=0.0833506; network__n_unique_ips=0.0805452; network__n_public_ips=0.0805446,0.6311521811521812,0.5216233766233767,0.854391472532835
Fused pseudo sensitivity,75,14,14,lockbit,lockbit,True,SHAP,memory__total_processes=0.16391; disk__parent_size=0.133085; disk__path_len=0.119397; memory__n_created_dll=0.0994488; disk__parent_is_i386=0.0639698; disk__size_delta=0.0513403; disk__parent_sections=0.0469012; disk__parent_is_dotnet=0.0252819; network__n_unique_tlds=0.016768; network__domains_per_conn=0.0142509,0.9363636363636363,0.9409090909090908,0.9605692638005274
Fused pseudo sensitivity,75,14,14,lockbit,lockbit,True,LIME,memory__total_processes=0.077958; disk__parent_size=0.0610641; disk__path_len=0.038112; memory__n_created_dll=0.0255496; disk__parent_sections=0.0219723; disk__size_delta=0.014958; disk__parent_is_i386=0.0103309; network__n_public_ips=0.00855558; network__n_unique_ips=0.00644833; memory__n_created_tmp=0.00633575,0.6238761238761239,0.6356573449291166,0.5749987096718696
Fused pseudo sensitivity,75,14,14,lockbit,lockbit,True,SRC,network__n_public_service_domains=0.432865; network__avg_domain_len=0.374549; network__domains_per_conn=0.204733; network__n_unique_tlds=0.134511; disk__parent_sections=0.123164; memory__n_registry_hklm=0.0750107; network__mean_domain_entropy=0.0697143; memory__modules_count=0.0473749; disk__parent_is_i386=0.0446669; memory__n_created_tmp=0.0424197,0.7439393939393939,0.8177272727272727,0.9858865887301599
Fused pseudo sensitivity,76,4,4,Kovter,Kovter,True,SHAP,disk__size_delta=0.163441; disk__parent_size=0.116045; memory__total_processes=0.0848254; disk__parent_is_i386=0.0787134; disk__parent_is_dotnet=0.0392602; memory__n_registry_hklm=0.0391857; disk__parent_sections=0.0383406; network__domains_per_conn=0.0291676; network__n_public_ips=0.028719; network__n_unique_ips=0.0258237,0.9272727272727271,0.9120779220779222,0.9913873604440839
Fused pseudo sensitivity,76,4,4,Kovter,Kovter,True,LIME,memory__total_processes=0.0618247; disk__parent_is_i386=0.0466622; disk__size_delta=0.0300521; disk__parent_is_dotnet=0.0294429; memory__n_created_dll=0.0261736; memory__n_registry_hklm=0.0253169; disk__parent_size=0.0220464; disk__parent_sections=0.0195169; network__n_public_ips=0.0155933; disk__path_len=0.0144608,0.8227272727272726,0.7484415584415585,0.7561186071382717
Fused pseudo sensitivity,76,4,4,Kovter,Kovter,True,SRC,network__domains_per_conn=0.394133; network__mean_domain_entropy=0.293129; memory__n_registry_hklm=0.271169; memory__total_processes=0.245315; network__avg_domain_len=0.24138; memory__path_len=0.203453; disk__path_len=0.187252; disk__parent_sections=0.144133; disk__parent_is_i386=0.0902803; memory__n_created_tmp=0.0812511,0.7601232101232102,0.8888311688311686,0.9657886732899759
Fused pseudo sensitivity,78,3,3,CoinMiner,CoinMiner,True,SHAP,disk__parent_sections=0.114169; disk__parent_is_i386=0.0316976; memory__total_processes=0.0314592; memory__n_registry_hklm=0.0250076; disk__parent_size=0.0235352; disk__parent_is_dotnet=0.0192114; memory__n_created_dll=0.0183845; disk__size_delta=0.018263; network__n_public_service_domains=0.0171399; network__mean_domain_entropy=0.0142206,0.7575757575757576,0.8910389610389611,0.9875915560350574
Fused pseudo sensitivity,78,3,3,CoinMiner,CoinMiner,True,LIME,memory__total_processes=0.0371121; disk__parent_sections=0.0279476; disk__parent_is_dotnet=0.0214117; disk__size_delta=0.0204382; network__n_public_ips=0.0198546; network__n_public_service_domains=0.0117816; network__n_unique_ips=0.0115325; memory__modules_count=0.0112792; disk__parent_size=0.0109437; memory__n_created_dll=0.0105338,0.6864801864801864,0.6320129870129871,0.6940089296919231
Fused pseudo sensitivity,78,3,3,CoinMiner,CoinMiner,True,SRC,disk__parent_is_dotnet=0.904429; disk__path_len=0.901452; disk__parent_sections=0.451774; network__avg_domain_len=0.363338; memory__path_len=0.346831; network__n_public_service_domains=0.302677; disk__parent_size=0.296725; network__domains_per_conn=0.273146; memory__n_registry_hklm=0.179523; memory__total_processes=0.171965,0.9545454545454545,0.9800000000000001,0.9991094453530589
Fused pseudo sensitivity,81,14,14,lockbit,lockbit,True,SHAP,memory__total_processes=0.160544; disk__parent_size=0.13502; disk__path_len=0.109056; memory__n_created_dll=0.0903163; disk__parent_is_i386=0.0619657; disk__size_delta=0.0528945; disk__parent_sections=0.0488014; memory__n_registry_hklm=0.0339254; disk__parent_is_dotnet=0.0240559; network__n_public_ips=0.0150299,0.8363636363636363,0.9363636363636365,0.9648614966396265
Fused pseudo sensitivity,81,14,14,lockbit,lockbit,True,LIME,memory__total_processes=0.0774107; disk__parent_size=0.0693555; disk__path_len=0.0359965; memory__n_created_dll=0.0308683; disk__parent_sections=0.0205151; disk__size_delta=0.0193331; disk__parent_is_i386=0.0122095; network__n_unique_tlds=0.0105194; network__domains_per_conn=0.00868517; memory__path_len=0.00741007,0.6894771894771894,0.6910389610389609,0.6932919521977432
Fused pseudo sensitivity,81,14,14,lockbit,lockbit,True,SRC,network__mean_domain_entropy=0.605977; network__avg_domain_len=0.560944; network__domains_per_conn=0.557318; disk__parent_sections=0.270637; network__n_unique_tlds=0.235754; disk__parent_is_i386=0.149729; network__n_public_service_domains=0.131216; disk__parent_is_gui=0.1295; memory__n_registry_hklm=0.112642; disk__parent_is_dotnet=0.0645265,0.8909090909090909,0.918181818181818,0.9968805002394744
Fused pseudo sensitivity,83,15,16,lumma,redline,False,SHAP,memory__total_processes=0.170793; disk__parent_size=0.0520041; network__domains_per_conn=0.0365478; memory__n_registry_hklm=0.0317271; memory__n_created_tmp=0.0309547; disk__parent_is_i386=0.0294625; disk__path_len=0.0242522; network__avg_domain_len=0.0213691; network__n_public_ips=0.0213598; memory__modules_count=0.0209138,0.7057109557109557,0.8935064935064935,0.9904771413171242
Fused pseudo sensitivity,83,15,16,lumma,redline,False,LIME,memory__total_processes=0.254447; memory__n_created_dll=0.0639684; disk__parent_is_i386=0.0389722; network__n_unique_ips=0.0307223; memory__n_registry_hklm=0.0280875; disk__parent_is_dotnet=0.0265784; network__n_public_ips=0.0253152; disk__parent_size=0.0244441; memory__n_created_tmp=0.0225564; network__domains_per_conn=0.0211835,0.6369463869463868,0.6205194805194805,0.8605692088664917
Fused pseudo sensitivity,83,15,16,lumma,redline,False,SRC,disk__size_delta=0.242092; disk__parent_size=0.192964; network__avg_domain_len=0.191671; memory__modules_count=0.173343; network__mean_domain_entropy=0.143688; network__n_unique_tlds=0.139655; memory__n_created_tmp=0.100999; memory__path_len=0.0950261; memory__path_entropy=0.0884283; memory__n_registry_hklm=0.075667,0.5114219114219115,0.5049999999999999,0.8441055485386952
Fused pseudo sensitivity,86,5,2,MedusaLocker,Black Suit,False,SHAP,disk__parent_size=0.0608452; disk__parent_is_dotnet=0.0536132; memory__modules_count=0.0286097; memory__n_created_tmp=0.0199691; disk__parent_is_i386=0.0186181; disk__parent_sections=0.0168393; disk__path_len=0.0158004; memory__path_len=0.0154264; memory__n_created_dll=0.0124383; memory__path_entropy=0.0117589,0.8575757575757577,0.7563636363636363,0.9125119298424792
Fused pseudo sensitivity,86,5,2,MedusaLocker,Black Suit,False,LIME,disk__parent_is_dotnet=0.0226035; memory__total_processes=0.0149472; disk__parent_size=0.0126458; disk__parent_is_i386=0.0114947; disk__size_delta=0.00875577; memory__path_entropy=0.00785083; memory__n_created_dll=0.00751738; network__n_public_ips=0.00536222; disk__parent_sections=0.0052073; memory__n_registry_hklm=0.00435486,0.6789044289044288,0.6779617909297423,0.7726625039611976
Fused pseudo sensitivity,86,5,2,MedusaLocker,Black Suit,False,SRC,memory__modules_count=0.192352; disk__size_delta=0.14937; memory__path_entropy=0.145313; network__n_unique_tlds=0.101564; memory__n_created_tmp=0.0898414; memory__n_registry_hklm=0.0797822; memory__n_created_dll=0.0678901; memory__path_len=0.0675134; disk__path_len=0.0574434; disk__parent_size=0.0523991,0.7237595737595737,0.7125974025974027,0.8739784833027912
Fused pseudo sensitivity,87,10,6,Socks5Systemz,NanoCore,False,SHAP,disk__parent_size=0.0936171; disk__parent_is_i386=0.0814986; disk__parent_sections=0.0661532; memory__total_processes=0.0510043; disk__size_delta=0.0494531; disk__path_len=0.0479727; memory__n_created_dll=0.0383383; network__avg_domain_len=0.0315615; network__n_unique_ips=0.0294108; network__n_public_ips=0.0289389,0.8435897435897436,0.9672727272727274,0.9865272698146601
Fused pseudo sensitivity,87,10,6,Socks5Systemz,NanoCore,False,LIME,memory__total_processes=0.0737333; disk__parent_is_i386=0.0422189; network__n_unique_ips=0.0379457; memory__n_created_dll=0.0377191; disk__parent_is_dotnet=0.0376976; disk__parent_size=0.0362976; network__n_public_ips=0.0325396; disk__parent_sections=0.0263112; memory__n_created_tmp=0.0249857; network__mean_domain_entropy=0.0187083,0.6789044289044288,0.737077922077922,0.8991226445987579
Fused pseudo sensitivity,87,10,6,Socks5Systemz,NanoCore,False,SRC,network__avg_domain_len=0.575339; network__mean_domain_entropy=0.500141; disk__parent_is_i386=0.316363; memory__n_created_tmp=0.310353; memory__path_entropy=0.267598; memory__path_len=0.194055; disk__path_len=0.13905; network__n_public_service_domains=0.0769128; memory__modules_count=0.0758007; network__n_unique_ips=0.0741877,0.6216283716283716,0.6612337662337662,0.9356093233420733
Fused pseudo sensitivity,89,12,12,a310logger,a310logger,True,SHAP,disk__parent_size=0.163591; disk__path_len=0.109854; disk__size_delta=0.0943836; memory__total_processes=0.0704939; memory__n_created_dll=0.0631126; disk__parent_is_i386=0.058902; disk__parent_is_dotnet=0.0400124; network__domains_per_conn=0.0362289; disk__parent_sections=0.0299963; memory__n_registry_hklm=0.0279492,0.7993006993006992,0.9065584415584416,0.9487893702131407
